timestamp,symbol,bid,ask,bid_vol,ask_vol
2025-07-25T08:16:28.447908,AAVE-USDT,287.07,287.13,18.0,139.0
2025-07-25T08:16:28.448030,AAVE-USDT,287.06,287.13,20.0,139.0
2025-07-25T08:16:28.448075,ACE-USDT,0.5606,0.5618,5351.0,9548.0
2025-07-25T08:16:28.448103,AAVE-USDT,287.08,287.13,20.0,139.0
2025-07-25T08:16:28.448125,AAVE-USDT,287.05,287.13,10.0,139.0
2025-07-25T08:16:28.448144,ADA-USDT,0.7973,0.7974,86.0,74.0
2025-07-25T08:16:28.448166,AAVE-USDT,287.06,287.13,20.0,139.0
2025-07-25T08:16:28.448187,AERGO-USDT,0.13062,0.13073,692.0,24.0
2025-07-25T08:16:28.448209,ADA-USDT,0.7973,0.7974,77.0,74.0
2025-07-25T08:16:28.453698,ADA-USDT,0.7973,0.7974,77.0,152.0
2025-07-25T08:16:28.453739,A-USDT,0.5591,0.5593,16.0,15.0
2025-07-25T08:16:28.453767,ADA-USDT,0.7973,0.7974,77.0,74.0
2025-07-25T08:16:28.453821,ACH-USDT,0.02161,0.02163,175.0,908.0
2025-07-25T08:16:28.453858,AERGO-USDT,0.13062,0.13073,721.0,24.0
2025-07-25T08:16:28.453889,AERGO-USDT,0.13062,0.13079,721.0,50.0
2025-07-25T08:16:28.453917,ADA-USDT,0.7973,0.7974,155.0,74.0
2025-07-25T08:16:28.453942,AERGO-USDT,0.13062,0.13079,29.0,50.0
2025-07-25T08:16:28.453967,AERGO-USDT,0.13063,0.13079,692.0,50.0
2025-07-25T08:16:28.453997,1INCH-USDT,0.2729,0.2731,224.0,9711.0
2025-07-25T08:16:28.454028,ADA-USDT,0.7973,0.7974,77.0,74.0
2025-07-25T08:16:28.454071,ADA-USDT,0.7973,0.7974,155.0,74.0
2025-07-25T08:16:28.454101,ACH-USDT,0.0216,0.02163,174.0,908.0
2025-07-25T08:16:28.454131,1INCH-USDT,0.2728,0.2731,220.0,9711.0
2025-07-25T08:16:28.454152,1INCH-USDT,0.2729,0.2731,12.0,9711.0
2025-07-25T08:16:28.454172,ADA-USDT,0.7973,0.7974,520.0,74.0
2025-07-25T08:16:28.454201,ADA-USDT,0.7973,0.7974,520.0,24.0
2025-07-25T08:16:28.454220,ADA-USDT,0.7973,0.7974,493.0,24.0
2025-07-25T08:16:28.454240,ADA-USDT,0.7973,0.7974,520.0,24.0
2025-07-25T08:16:28.454261,ADA-USDT,0.7973,0.7974,520.0,74.0
2025-07-25T08:16:28.454280,ADA-USDT,0.7973,0.7974,155.0,74.0
2025-07-25T08:16:28.454301,ALCH-USDT,0.13748,0.1376,31.0,31.0
2025-07-25T08:16:28.454323,AI16Z-USDT,0.1464,0.1465,813.0,7064.0
2025-07-25T08:16:28.454345,ADA-USDT,0.7973,0.7974,77.0,74.0
2025-07-25T08:16:28.454364,ADA-USDT,0.7973,0.7974,77.0,152.0
2025-07-25T08:16:28.454382,AGT-USDT,0.005595,0.005604,6.0,349.0
2025-07-25T08:16:28.454405,AGT-USDT,0.005595,0.005603,6.0,2.0
2025-07-25T08:16:28.454430,AI16Z-USDT,0.1464,0.1465,813.0,6064.0
2025-07-25T08:16:28.454451,AGT-USDT,0.005595,0.005603,355.0,2.0
2025-07-25T08:16:28.454471,1INCH-USDT,0.2729,0.2731,236.0,9711.0
2025-07-25T08:16:28.454491,ADA-USDT,0.7973,0.7974,77.0,74.0
2025-07-25T08:16:28.454510,ALT-USDT,0.03343,0.03348,703.0,84951.0
2025-07-25T08:16:28.454530,AAVE-USDT,287.07,287.13,18.0,139.0
2025-07-25T08:16:28.456038,AAVE-USDT,287.08,287.13,38.0,139.0
2025-07-25T08:16:28.500965,ADA-USDT,0.7973,0.7974,155.0,74.0
2025-07-25T08:16:28.540927,ADA-USDT,0.7973,0.7974,77.0,74.0
2025-07-25T08:16:28.572716,AERO-USDT,0.8756,0.8767,464.0,231.0
2025-07-25T08:16:28.685137,AIXBT-USDT,0.1395,0.13957,591.0,695.0
2025-07-25T08:16:28.689149,ALT-USDT,0.03342,0.03348,13982.0,84951.0
2025-07-25T08:16:28.714777,AIXBT-USDT,0.13943,0.13957,71.0,731.0
2025-07-25T08:16:28.716618,AGT-USDT,0.005599,0.005603,1049.0,2.0
2025-07-25T08:16:28.763005,AAVE-USDT,287.08,287.11,38.0,766.0
2025-07-25T08:16:28.766702,AGT-USDT,0.005595,0.005603,355.0,133.0
2025-07-25T08:16:28.771115,ADA-USDT,0.7973,0.7974,155.0,74.0
