timestamp,exchange,bid,ask,bid_vol,ask_vol
2025-07-25T07:43:54.984648,huobi,3.05982,3.05983,163.0,2297.9
2025-07-25T07:43:55.157897,bitrue,3.0598,3.0599,37372.4,87.9
2025-07-25T07:43:55.157923,bitrue,3.0598,3.0599,37372.4,87.9
2025-07-25T07:43:55.218593,huobi,3.05982,3.05983,541.0,2297.9
2025-07-25T07:43:55.320740,huobi,3.06012,3.06017,378.0,2557.0
2025-07-25T07:43:55.521909,huobi,3.05983,3.06016,2.99,13.85
2025-07-25T07:43:55.619336,huobi,3.06015,3.06016,378.0,13.85
2025-07-25T07:43:55.721402,huobi,3.06015,3.06016,378.0,299.69
2025-07-25T07:43:56.121150,huobi,3.06016,3.06075,541.0,378.0
2025-07-25T07:43:56.220222,huobi,3.06033,3.06039,378.0,2556.8
2025-07-25T07:43:56.518945,huobi,3.06033,3.06045,378.0,291.83
2025-07-25T07:43:56.819775,huobi,3.06033,3.06045,378.0,291.83
2025-07-25T07:43:56.918519,huobi,3.06033,3.06037,378.0,284.0
2025-07-25T07:43:57.123811,bitrue,3.0602,3.0603,76084.3,68.6
2025-07-25T07:43:57.220679,huobi,3.06036,3.06037,378.0,284.0
2025-07-25T07:43:57.318564,huobi,3.06055,3.06061,378.0,13.85
2025-07-25T07:43:57.617979,huobi,3.06046,3.06047,378.0,292.97
2025-07-25T07:43:58.021484,huobi,3.06046,3.06047,1074.95,292.97
2025-07-25T07:43:58.218821,huobi,3.06046,3.06047,1074.95,13.85
2025-07-25T07:43:58.533818,huobi,3.06046,3.06047,378.0,13.85
2025-07-25T07:43:58.617605,huobi,3.06041,3.06046,163.0,13.85
2025-07-25T07:43:58.719005,huobi,3.06041,3.06046,163.0,391.85
2025-07-25T07:43:58.918437,huobi,3.06041,3.06046,163.0,13.85
2025-07-25T07:43:59.017861,huobi,3.06043,3.06046,378.0,13.85
2025-07-25T07:43:59.218179,huobi,3.06041,3.06046,541.0,13.85
2025-07-25T07:43:59.319941,huobi,3.06045,3.06046,378.0,13.85
2025-07-25T07:43:59.418123,huobi,3.06036,3.06046,378.0,13.85
2025-07-25T07:43:59.521363,huobi,3.0604,3.06046,163.0,13.85
2025-07-25T07:43:59.624110,huobi,3.05967,3.06009,163.0,391.85
2025-07-25T07:43:59.718348,huobi,3.0597,3.05992,163.0,592.0
2025-07-25T07:43:59.819414,huobi,3.0597,3.05971,163.0,729.94
2025-07-25T07:43:59.918965,huobi,3.0597,3.05971,869.42,743.79
2025-07-25T07:44:00.025064,huobi,3.0597,3.05971,869.42,743.79
2025-07-25T07:44:00.126072,huobi,3.0597,3.05971,706.42,362.55
2025-07-25T07:44:00.218945,huobi,3.0597,3.05971,706.42,362.55
2025-07-25T07:44:00.419019,huobi,3.0597,3.05971,706.42,655.87
2025-07-25T07:44:00.618158,huobi,3.0597,3.05971,706.42,368.17
2025-07-25T07:44:00.819533,huobi,3.0597,3.05971,706.42,61.0
2025-07-25T07:44:01.017965,huobi,3.0597,3.05971,706.42,61.0
2025-07-25T07:44:01.312131,bitrue,3.0597,3.0598,96015.4,99676.2
2025-07-25T07:44:01.320949,huobi,3.06001,3.06081,214.0,378.0
2025-07-25T07:44:01.423998,huobi,3.06031,3.06058,378.0,2555.0
2025-07-25T07:44:01.519168,huobi,3.06045,3.06058,378.0,2555.0
2025-07-25T07:44:01.621816,huobi,3.06045,3.06061,378.0,294.91
2025-07-25T07:44:01.718840,huobi,3.06054,3.06061,378.0,294.91
2025-07-25T07:44:01.819578,huobi,3.06042,3.06061,163.0,672.91
2025-07-25T07:44:01.918653,huobi,3.06053,3.06061,378.0,294.91
2025-07-25T07:44:02.020115,huobi,3.06035,3.06061,378.0,672.91
2025-07-25T07:44:02.119419,huobi,3.06039,3.0606,378.0,13.85
2025-07-25T07:44:02.219454,huobi,3.06044,3.06052,163.0,13.85
2025-07-25T07:44:02.318833,huobi,3.06048,3.06052,163.0,13.85
2025-07-25T07:44:02.418211,huobi,3.06051,3.06052,378.0,13.85
