timestamp,exchange,bid,ask,bid_vol,ask_vol
2025-07-25T08:16:26.144768,bybit,0.7679,0.7681,109.7,4.5
2025-07-25T08:16:26.144813,bybit,0.768,0.0,1.2,0.0
2025-07-25T08:16:26.682615,bitget,0.7679,0.7681,413.9,152.7
2025-07-25T08:16:26.685021,okx,0.7684,0.7692,11.003968,10.696612
2025-07-25T08:16:26.754823,bitget,0.7679,0.7681,413.9,71.1
2025-07-25T08:16:27.245083,okx,0.7684,0.769,11.003968,455.0
2025-07-25T08:16:27.320834,bingx,0.767,0.769,8881.586,1.224
2025-07-25T08:16:27.488659,bitget,0.768,0.7681,81.6,71.1
2025-07-25T08:16:27.941027,bitget,0.7679,0.7681,413.9,71.1
2025-07-25T08:16:27.975317,bingx,0.767,0.769,8881.586,1.224
2025-07-25T08:16:28.082650,bitmart,0.7654,0.7707,348.0,348.0
2025-07-25T08:16:28.088034,bitget,0.7679,0.7681,495.5,71.1
2025-07-25T08:16:28.518620,bybit,0.0,0.7681,0.0,5.5
2025-07-25T08:16:28.596587,blofin,0.7676,0.7679,747.0,8.0
2025-07-25T08:16:28.597021,blofin,0.7676,0.7679,750.0,8.0
2025-07-25T08:16:28.879533,bingx,0.767,0.769,8881.586,1.224
2025-07-25T08:16:28.985832,mexc,0.768,0.7681,6741660.0,6741660.0
2025-07-25T08:16:29.077608,blofin,0.7676,0.7679,750.0,8.0
2025-07-25T08:16:29.093859,bitmart,0.7654,0.7707,348.0,348.0
2025-07-25T08:16:29.138469,bitget,0.768,0.7681,81.6,71.1
2025-07-25T08:16:29.411264,gateio,0.7676,0.7688,390.0,780.0
2025-07-25T08:16:29.419260,bybit,0.7681,0.7687,256.6,40.0
2025-07-25T08:16:29.423165,gateio,0.7677,0.7688,100.0,780.0
2025-07-25T08:16:29.460230,okx,0.7686,0.7694,11.078905,67.0
2025-07-25T08:16:29.470868,gateio,0.7677,0.7688,490.0,780.0
2025-07-25T08:16:29.518570,bybit,0.7684,0.0,34.7,0.0
2025-07-25T08:16:29.548873,blofin,0.7676,0.7678,560.0,11.0
2025-07-25T08:16:29.549754,okx,0.7688,0.7695,11.074583,11.074583
