timestamp,symbol,bid,ask,bid_vol,ask_vol
2025-07-24T06:13:26.346567,BTCUSDT,117647.7,117647.8,33.1905,3.6789
2025-07-24T06:13:26.346806,ETHUSDT,3559.06,3559.07,65.92,179.02
2025-07-24T06:13:26.346860,LTCUSDT,109.38,109.39,10.0,40.4
2025-07-24T06:13:26.346936,SOLUSDT,183.137,183.15,2.0,10.2
2025-07-24T06:13:26.346985,XRPUSDT,3.0716,3.0717,14789.0,5923.0
2025-07-24T06:13:26.416049,SOLUSDT,183.137,183.138,107.0,56.2
2025-07-24T06:13:26.416095,ETHUSDT,3559.06,3559.07,30.92,179.02
2025-07-24T06:13:26.432033,BTCUSDT,117647.7,117647.8,33.207,3.6789
2025-07-24T06:13:26.452801,XRPUSDT,3.0716,3.0717,11083.0,5923.0
2025-07-24T06:13:26.475688,LTCUSDT,109.38,109.39,10.0,40.4
2025-07-24T06:13:26.488315,ETHUSDT,3559.06,3559.07,57.25,195.86
2025-07-24T06:13:26.532749,BTCUSDT,117647.7,117647.8,33.207,3.6789
2025-07-24T06:13:26.534335,SOLUSDT,183.137,183.138,73.6,111.5
2025-07-24T06:13:26.579903,LTCUSDT,109.38,109.39,10.0,40.4
2025-07-24T06:13:26.588731,ETHUSDT,3559.06,3559.07,62.17,179.02
2025-07-24T06:13:26.603892,XRPUSDT,3.0716,3.0717,8267.0,5525.0
2025-07-24T06:13:26.686457,SOLUSDT,183.137,183.138,73.6,113.2
2025-07-24T06:13:26.689195,ETHUSDT,3559.06,3559.07,65.76,179.02
2025-07-24T06:13:26.695322,LTCUSDT,109.38,109.39,10.0,40.4
2025-07-24T06:13:26.753933,XRPUSDT,3.0716,3.0717,8267.0,5970.0
2025-07-24T06:13:26.793268,ETHUSDT,3559.06,3559.07,62.17,156.75
2025-07-24T06:13:26.830514,LTCUSDT,109.38,109.39,10.0,50.4
2025-07-24T06:13:26.834474,SOLUSDT,183.137,183.138,73.6,113.2
2025-07-24T06:13:26.894028,ETHUSDT,3559.06,3559.07,21.83,156.76
2025-07-24T06:13:26.915820,XRPUSDT,3.0714,3.0716,1548.0,5537.0
2025-07-24T06:13:26.935277,LTCUSDT,109.36,109.38,6.2,20.0
2025-07-24T06:13:26.940049,BTCUSDT,117647.7,117647.8,20.8968,7.794
2025-07-24T06:13:26.984517,SOLUSDT,183.13,183.133,79.0,5.8
2025-07-24T06:13:26.993848,ETHUSDT,3559.06,3559.07,21.83,139.92
2025-07-24T06:13:27.032064,LTCUSDT,109.36,109.37,6.2,8.3
2025-07-24T06:13:27.037750,BTCUSDT,117647.7,117647.8,20.8372,4.5784
2025-07-24T06:13:27.054383,XRPUSDT,3.0713,3.0714,8862.0,1302.0
2025-07-24T06:13:27.102571,ETHUSDT,3559.06,3559.07,21.84,124.68
2025-07-24T06:13:27.135924,BTCUSDT,117647.7,117647.8,20.8372,12.5633
2025-07-24T06:13:27.136067,SOLUSDT,183.132,183.133,167.3,15.9
2025-07-24T06:13:27.160707,LTCUSDT,109.36,109.37,6.2,8.3
2025-07-24T06:13:27.198608,ETHUSDT,3559.06,3559.07,21.84,131.83
2025-07-24T06:13:27.203061,XRPUSDT,3.0714,3.0715,933.0,18084.0
2025-07-24T06:13:27.236362,BTCUSDT,117647.7,117647.8,20.8372,20.3689
2025-07-24T06:13:27.284036,LTCUSDT,109.36,109.37,6.2,10.9
2025-07-24T06:13:27.286307,SOLUSDT,183.132,183.133,137.6,140.2
2025-07-24T06:13:27.295991,ETHUSDT,3559.06,3559.07,21.84,131.83
2025-07-24T06:13:27.335810,BTCUSDT,117647.7,117647.8,20.8207,20.3689
2025-07-24T06:13:27.362414,XRPUSDT,3.0714,3.0715,1037.0,18293.0
2025-07-24T06:13:27.397054,ETHUSDT,3559.06,3559.07,21.83,131.82
2025-07-24T06:13:27.406723,LTCUSDT,109.36,109.37,6.2,19.6
2025-07-24T06:13:27.434636,SOLUSDT,183.13,183.133,78.9,140.4
2025-07-24T06:13:27.443800,BTCUSDT,117647.7,117647.8,20.8372,16.9713
2025-07-24T06:13:27.498778,ETHUSDT,3559.06,3559.07,21.83,131.84
2025-07-24T06:13:27.514308,XRPUSDT,3.0711,3.0713,1548.0,1592.0
2025-07-24T06:13:27.524563,LTCUSDT,109.36,109.37,6.2,19.6
2025-07-24T06:13:27.536836,BTCUSDT,117647.7,117647.8,20.8411,16.9713
2025-07-24T06:13:27.585075,SOLUSDT,183.125,183.126,0.1,5.8
2025-07-24T06:13:27.597514,ETHUSDT,3559.06,3559.07,21.83,125.74
2025-07-24T06:13:27.625958,LTCUSDT,109.36,109.37,6.2,19.6
2025-07-24T06:13:27.639596,BTCUSDT,117647.7,117647.8,20.8371,17.4809
2025-07-24T06:13:27.653631,XRPUSDT,3.071,3.0711,1548.0,1302.0
2025-07-24T06:13:27.700240,ETHUSDT,3559.06,3559.07,21.84,133.73
