timestamp,symbol,bid,ask,bid_vol,ask_vol
2025-07-24T06:13:27.268502,XRP-USDT,3.0713,3.0714,87774530.0,87774530.0
2025-07-24T06:13:27.292555,SOL-USDT,183.11,183.12,15616206.0,15616206.0
2025-07-24T06:13:27.315617,ETH-USDT,3559.01,3559.02,22404888.0,22404888.0
2025-07-24T06:13:27.386143,BTC-USDT,117643.5,117643.6,74921212.0,74921212.0
2025-07-24T06:13:27.391360,LTC-USDT,109.34,109.35,22898638.0,22898638.0
2025-07-24T06:13:29.698692,XRP-USDT,3.0706,3.0707,87787302.0,87787302.0
2025-07-24T06:13:29.720904,SOL-USDT,183.09,183.1,15616650.0,15616650.0
2025-07-24T06:13:29.743929,ETH-USDT,3558.8,3558.81,22408130.0,22408130.0
2025-07-24T06:13:29.816728,BTC-USDT,117643.5,117643.6,74922888.0,74922888.0
2025-07-24T06:13:29.822766,LTC-USDT,109.31,109.32,22898638.0,22898638.0
2025-07-24T06:13:32.108343,XRP-USDT,3.0706,3.0707,87787758.0,87787758.0
2025-07-24T06:13:32.126317,SOL-USDT,183.07,183.08,15624274.0,15624274.0
2025-07-24T06:13:32.148169,ETH-USDT,3558.72,3558.73,22409260.0,22409260.0
2025-07-24T06:13:32.221140,BTC-USDT,117643.5,117643.6,74924430.0,74924430.0
2025-07-24T06:13:32.221383,LTC-USDT,109.28,109.29,22898638.0,22898638.0
2025-07-24T06:13:34.479072,XRP-USDT,3.0691,3.0692,87908662.0,87908662.0
2025-07-24T06:13:34.502396,SOL-USDT,183.08,183.09,15526294.0,15526294.0
2025-07-24T06:13:34.525713,ETH-USDT,3557.53,3557.54,22409606.0,22409606.0
2025-07-24T06:13:34.599625,BTC-USDT,117629.1,117629.2,74926632.0,74926632.0
2025-07-24T06:13:34.604194,LTC-USDT,109.28,109.29,22898638.0,22898638.0
2025-07-24T06:13:36.899269,XRP-USDT,3.0684,3.0685,87908750.0,87908750.0
2025-07-24T06:13:36.921116,SOL-USDT,183.07,183.08,15527826.0,15527826.0
2025-07-24T06:13:36.942609,ETH-USDT,3555.57,3555.58,22418666.0,22418666.0
2025-07-24T06:13:37.010088,BTC-USDT,117615.0,117615.1,74933628.0,74933628.0
2025-07-24T06:13:37.012660,LTC-USDT,109.26,109.27,22898638.0,22898638.0
2025-07-24T06:13:39.285479,XRP-USDT,3.0676,3.0677,87908854.0,87908854.0
2025-07-24T06:13:39.316842,SOL-USDT,182.99,183.0,15531256.0,15531256.0
2025-07-24T06:13:39.332902,ETH-USDT,3555.3,3555.31,22418884.0,22418884.0
2025-07-24T06:13:39.404998,BTC-USDT,117587.2,117587.3,74938492.0,74938492.0
2025-07-24T06:13:39.409608,LTC-USDT,109.23,109.24,22898638.0,22898638.0
2025-07-24T06:13:41.734391,XRP-USDT,3.0696,3.0697,87954932.0,87954932.0
