timestamp,symbol,bid,ask,bid_vol,ask_vol
2025-07-24T06:13:26.586723,BTC-USDT,117691.6,117691.7,0.2573592,0.80371564
2025-07-24T06:13:26.586930,ETH-USDT,3559.89,3559.9,7.272094,5.313708
2025-07-24T06:13:26.586971,SOL-USDT,183.11,183.12,26.114285,53.0932
2025-07-24T06:13:26.587006,XRP-USDT,3.0713,3.0714,2423.2,3363.322354
2025-07-24T06:13:26.587037,LTC-USDT,109.35,109.36,0.352389,14.10737
2025-07-24T06:13:26.587077,SOL-USDT,183.11,183.12,34.305773,54.8632
2025-07-24T06:13:26.587114,ETH-USDT,3559.8,3559.81,2.232,14.864925
2025-07-24T06:13:26.587152,XRP-USDT,3.0712,3.0713,2882.98627,3368.761177
2025-07-24T06:13:26.587186,BTC-USDT,117691.6,117691.7,0.2573592,0.79771564
2025-07-24T06:13:26.587227,LTC-USDT,109.35,109.36,0.352389,16.851289
2025-07-24T06:13:26.587256,SOL-USDT,183.11,183.12,19.754543,54.8632
2025-07-24T06:13:26.587284,BTC-USDT,117691.6,117691.7,0.2573592,0.79771564
2025-07-24T06:13:26.590350,ETH-USDT,3559.8,3559.81,6.831096,10.691931
2025-07-24T06:13:26.686702,SOL-USDT,183.11,183.12,33.282603,54.8632
2025-07-24T06:13:26.691641,ETH-USDT,3559.8,3559.81,6.831096,2.2
2025-07-24T06:13:26.692846,XRP-USDT,3.0712,3.0713,2423.2,945.561177
2025-07-24T06:13:26.787346,SOL-USDT,183.11,183.12,30.344543,52.132751
2025-07-24T06:13:26.847922,XRP-USDT,3.0713,3.0714,2423.2,3326.565044
2025-07-24T06:13:26.847968,ETH-USDT,3559.8,3559.81,7.231096,2.189
2025-07-24T06:13:26.870418,LTC-USDT,109.35,109.36,0.100491,16.851289
2025-07-24T06:13:26.890280,SOL-USDT,183.11,183.12,30.344543,52.132751
2025-07-24T06:13:26.949574,BTC-USDT,117688.0,117691.7,0.0301,0.90077564
2025-07-24T06:13:26.978345,XRP-USDT,3.0709,3.071,1.0,3541.575805
